"TIME","GEO","WEIGHT","UNIT","Value","Flag and Footnotes"
"2001","Netherlands","Less than 1 000 kg","Number","3,141,000",""
"2001","Netherlands","From 1 000 to 1 249 kg","Number","2,318,000",""
"2001","Netherlands","From 1 250 to 1 499 kg","Number","963,000",""
"2001","Netherlands","1 500 kg or over","Number","288,000",""
"2001","Austria","Less than 1 000 kg","Number",":",""
"2001","Austria","From 1 000 to 1 249 kg","Number",":",""
"2001","Austria","From 1 250 to 1 499 kg","Number",":",""
"2001","Austria","1 500 kg or over","Number",":",""
"2001","Poland","Less than 1 000 kg","Number",":",""
"2001","Poland","From 1 000 to 1 249 kg","Number",":",""
"2001","Poland","From 1 250 to 1 499 kg","Number",":",""
"2001","Poland","1 500 kg or over","Number",":",""
"2001","Portugal","Less than 1 000 kg","Number",":",""
"2001","Portugal","From 1 000 to 1 249 kg","Number",":",""
"2001","Portugal","From 1 250 to 1 499 kg","Number",":",""
"2001","Portugal","1 500 kg or over","Number",":",""
"2001","Romania","Less than 1 000 kg","Number",":",""
"2001","Romania","From 1 000 to 1 249 kg","Number",":",""
"2001","Romania","From 1 250 to 1 499 kg","Number",":",""
"2001","Romania","1 500 kg or over","Number",":",""
"2001","Finland","Less than 1 000 kg","Number","685,000","d"
"2001","Finland","From 1 000 to 1 249 kg","Number","846,000","d"
"2001","Finland","From 1 250 to 1 499 kg","Number","470,000","d"
"2001","Finland","1 500 kg or over","Number","145,000","d"
"2001","Sweden","Less than 1 000 kg","Number","344,000",""
"2001","Sweden","From 1 000 to 1 249 kg","Number","1,120,000",""
"2001","Sweden","From 1 250 to 1 499 kg","Number","1,705,000",""
"2001","Sweden","1 500 kg or over","Number","850,000",""
"2001","Iceland","Less than 1 000 kg","Number","35,000",""
"2001","Iceland","From 1 000 to 1 249 kg","Number","63,000",""
"2001","Iceland","From 1 250 to 1 499 kg","Number","31,000",""
"2001","Iceland","1 500 kg or over","Number","31,000",""
"2001","Liechtenstein","Less than 1 000 kg","Number","4,000",""
"2001","Liechtenstein","From 1 000 to 1 249 kg","Number","6,000",""
"2001","Liechtenstein","From 1 250 to 1 499 kg","Number","7,000",""
"2001","Liechtenstein","1 500 kg or over","Number","6,000",""
"2001","Norway","Less than 1 000 kg","Number",":",""
"2001","Norway","From 1 000 to 1 249 kg","Number",":",""
"2001","Norway","From 1 250 to 1 499 kg","Number",":",""
"2001","Norway","1 500 kg or over","Number",":",""
"2001","Switzerland","Less than 1 000 kg","Number","445,000",""
"2001","Switzerland","From 1 000 to 1 249 kg","Number","780,000",""
"2001","Switzerland","From 1 250 to 1 499 kg","Number","1,016,000",""
"2001","Switzerland","1 500 kg or over","Number","1,389,000",""
"2001","Turkey","Less than 1 000 kg","Number",":",""
"2001","Turkey","From 1 000 to 1 249 kg","Number",":",""
"2001","Turkey","From 1 250 to 1 499 kg","Number",":",""
"2001","Turkey","1 500 kg or over","Number",":",""
"2002","Denmark","Less than 1 000 kg","Number","868,000",""
"2002","Denmark","From 1 000 to 1 249 kg","Number","610,000",""
"2002","Denmark","From 1 250 to 1 499 kg","Number","367,000",""
"2002","Denmark","1 500 kg or over","Number","43,000",""
"2002","Estonia","Less than 1 000 kg","Number",":",""
"2002","Estonia","From 1 000 to 1 249 kg","Number",":",""
"2002","Estonia","From 1 250 to 1 499 kg","Number",":",""
"2002","Estonia","1 500 kg or over","Number",":",""
"2002","Spain","Less than 1 000 kg","Number",":",""
"2002","Spain","From 1 000 to 1 249 kg","Number",":",""
"2002","Spain","From 1 250 to 1 499 kg","Number",":",""
"2002","Spain","1 500 kg or over","Number",":",""
"2002","France","Less than 1 000 kg","Number","12,736,000",""
"2002","France","From 1 000 to 1 249 kg","Number","9,654,000",""
"2002","France","From 1 250 to 1 499 kg","Number","5,301,000",""
"2002","France","1 500 kg or over","Number","1,469,000",""
"2002","Croatia","Less than 1 000 kg","Number",":",""
"2002","Croatia","From 1 000 to 1 249 kg","Number",":",""
"2002","Croatia","From 1 250 to 1 499 kg","Number",":",""
"2002","Croatia","1 500 kg or over","Number",":",""
"2002","Cyprus","Less than 1 000 kg","Number",":",""
"2002","Cyprus","From 1 000 to 1 249 kg","Number",":",""
"2002","Cyprus","From 1 250 to 1 499 kg","Number",":",""
"2002","Cyprus","1 500 kg or over","Number",":",""
"2002","Latvia","Less than 1 000 kg","Number","184,100",""
"2002","Latvia","From 1 000 to 1 249 kg","Number","270,500",""
"2002","Latvia","From 1 250 to 1 499 kg","Number","91,200",""
"2002","Latvia","1 500 kg or over","Number","37,400",""
"2002","Luxembourg","Less than 1 000 kg","Number","54,000",""
"2002","Luxembourg","From 1 000 to 1 249 kg","Number","82,000",""
"2002","Luxembourg","From 1 250 to 1 499 kg","Number","88,000",""
"2002","Luxembourg","1 500 kg or over","Number","64,000",""
"2002","Hungary","Less than 1 000 kg","Number","1,651,600",""
"2002","Hungary","From 1 000 to 1 249 kg","Number","720,900",""
"2002","Hungary","From 1 250 to 1 499 kg","Number","183,900",""
"2002","Hungary","1 500 kg or over","Number","73,100",""
"2002","Malta","Less than 1 000 kg","Number",":",""
"2002","Malta","From 1 000 to 1 249 kg","Number",":",""
"2002","Malta","From 1 250 to 1 499 kg","Number",":",""
"2002","Malta","1 500 kg or over","Number",":",""
"2002","Netherlands","Less than 1 000 kg","Number",":",""
"2002","Netherlands","From 1 000 to 1 249 kg","Number",":",""
"2002","Netherlands","From 1 250 to 1 499 kg","Number",":",""
"2002","Netherlands","1 500 kg or over","Number",":",""
"2002","Austria","Less than 1 000 kg","Number",":",""
"2002","Austria","From 1 000 to 1 249 kg","Number",":",""
"2002","Austria","From 1 250 to 1 499 kg","Number",":",""
"2002","Austria","1 500 kg or over","Number",":",""
"2002","Poland","Less than 1 000 kg","Number","6,276,500",""
"2002","Poland","From 1 000 to 1 249 kg","Number","3,563,400",""
"2002","Poland","From 1 250 to 1 499 kg","Number","860,000",""
"2002","Poland","1 500 kg or over","Number","329,000",""
"2002","Portugal","Less than 1 000 kg","Number",":",""
"2002","Portugal","From 1 000 to 1 249 kg","Number",":",""
"2002","Portugal","From 1 250 to 1 499 kg","Number",":",""
"2002","Portugal","1 500 kg or over","Number",":",""
"2002","Romania","Less than 1 000 kg","Number",":",""
"2002","Romania","From 1 000 to 1 249 kg","Number",":",""
"2002","Romania","From 1 250 to 1 499 kg","Number",":",""
"2002","Romania","1 500 kg or over","Number",":",""
"2002","Finland","Less than 1 000 kg","Number","638,000","d"
"2002","Finland","From 1 000 to 1 249 kg","Number","855,000","d"
"2002","Finland","From 1 250 to 1 499 kg","Number","518,000","d"
"2002","Finland","1 500 kg or over","Number","170,000","d"
"2002","Sweden","Less than 1 000 kg","Number","302,000",""
"2002","Sweden","From 1 000 to 1 249 kg","Number","1,080,000",""
"2002","Sweden","From 1 250 to 1 499 kg","Number","1,701,000",""
"2002","Sweden","1 500 kg or over","Number","959,000",""
"2002","Iceland","Less than 1 000 kg","Number","33,000",""
"2002","Iceland","From 1 000 to 1 249 kg","Number","63,000",""
"2002","Iceland","From 1 250 to 1 499 kg","Number","34,000",""
"2002","Iceland","1 500 kg or over","Number","33,000",""
"2002","Liechtenstein","Less than 1 000 kg","Number","4,000",""
"2002","Liechtenstein","From 1 000 to 1 249 kg","Number","6,000",""
"2002","Liechtenstein","From 1 250 to 1 499 kg","Number","7,000",""
"2002","Liechtenstein","1 500 kg or over","Number","6,000",""
"2002","Norway","Less than 1 000 kg","Number",":",""
"2002","Norway","From 1 000 to 1 249 kg","Number",":",""
"2002","Norway","From 1 250 to 1 499 kg","Number",":",""
"2002","Norway","1 500 kg or over","Number",":",""
"2002","Switzerland","Less than 1 000 kg","Number","426,000",""
"2002","Switzerland","From 1 000 to 1 249 kg","Number","788,000",""
"2002","Switzerland","From 1 250 to 1 499 kg","Number","1,040,000",""
"2002","Switzerland","1 500 kg or over","Number","1,446,000",""
"2002","Turkey","Less than 1 000 kg","Number",":",""
"2002","Turkey","From 1 000 to 1 249 kg","Number",":",""
"2002","Turkey","From 1 250 to 1 499 kg","Number",":",""
"2002","Turkey","1 500 kg or over","Number",":",""
"2003","Denmark","Less than 1 000 kg","Number",":",""
"2003","Denmark","From 1 000 to 1 249 kg","Number",":",""
"2003","Denmark","From 1 250 to 1 499 kg","Number",":",""
"2003","Denmark","1 500 kg or over","Number",":",""
"2003","Estonia","Less than 1 000 kg","Number",":",""
"2003","Estonia","From 1 000 to 1 249 kg","Number",":",""
"2003","Estonia","From 1 250 to 1 499 kg","Number",":",""
"2003","Estonia","1 500 kg or over","Number",":",""
"2003","Spain","Less than 1 000 kg","Number",":",""
"2003","Spain","From 1 000 to 1 249 kg","Number",":",""
"2003","Spain","From 1 250 to 1 499 kg","Number",":",""
"2003","Spain","1 500 kg or over","Number",":",""
"2003","France","Less than 1 000 kg","Number","12,911,000",""
"2003","France","From 1 000 to 1 249 kg","Number","9,786,000",""
"2003","France","From 1 250 to 1 499 kg","Number","5,374,000",""
"2003","France","1 500 kg or over","Number","1,489,000",""
"2003","Croatia","Less than 1 000 kg","Number","703,000",""
"2003","Croatia","From 1 000 to 1 249 kg","Number","395,000",""
"2003","Croatia","From 1 250 to 1 499 kg","Number","147,000",""
"2003","Croatia","1 500 kg or over","Number","37,000",""
"2003","Cyprus","Less than 1 000 kg","Number",":",""
"2003","Cyprus","From 1 000 to 1 249 kg","Number",":",""
"2003","Cyprus","From 1 250 to 1 499 kg","Number",":",""
"2003","Cyprus","1 500 kg or over","Number",":",""
"2003","Latvia","Less than 1 000 kg","Number","187,200",""
"2003","Latvia","From 1 000 to 1 249 kg","Number","286,300",""
"2003","Latvia","From 1 250 to 1 499 kg","Number","105,800",""
"2003","Latvia","1 500 kg or over","Number","46,600",""
"2003","Luxembourg","Less than 1 000 kg","Number","48,000",""
"2003","Luxembourg","From 1 000 to 1 249 kg","Number","81,000",""
"2003","Luxembourg","From 1 250 to 1 499 kg","Number","91,000",""
"2003","Luxembourg","1 500 kg or over","Number","73,000",""
"2003","Hungary","Less than 1 000 kg","Number","1,638,000",""
"2003","Hungary","From 1 000 to 1 249 kg","Number","819,000",""
"2003","Hungary","From 1 250 to 1 499 kg","Number","226,000",""
"2003","Hungary","1 500 kg or over","Number","94,000",""
"2003","Malta","Less than 1 000 kg","Number",":",""
"2003","Malta","From 1 000 to 1 249 kg","Number",":",""
"2003","Malta","From 1 250 to 1 499 kg","Number",":",""
"2003","Malta","1 500 kg or over","Number",":",""
"2003","Netherlands","Less than 1 000 kg","Number",":",""
"2003","Netherlands","From 1 000 to 1 249 kg","Number",":",""
"2003","Netherlands","From 1 250 to 1 499 kg","Number",":",""
"2003","Netherlands","1 500 kg or over","Number",":",""
"2003","Austria","Less than 1 000 kg","Number",":",""
"2003","Austria","From 1 000 to 1 249 kg","Number",":",""
"2003","Austria","From 1 250 to 1 499 kg","Number",":",""
"2003","Austria","1 500 kg or over","Number",":",""
"2003","Poland","Less than 1 000 kg","Number","6,245,000",""
"2003","Poland","From 1 000 to 1 249 kg","Number","3,694,500",""
"2003","Poland","From 1 250 to 1 499 kg","Number","942,000",""
"2003","Poland","1 500 kg or over","Number","362,000",""
"2003","Portugal","Less than 1 000 kg","Number",":",""
"2003","Portugal","From 1 000 to 1 249 kg","Number",":",""
"2003","Portugal","From 1 250 to 1 499 kg","Number",":",""
"2003","Portugal","1 500 kg or over","Number",":",""
"2003","Romania","Less than 1 000 kg","Number",":",""
"2003","Romania","From 1 000 to 1 249 kg","Number",":",""
"2003","Romania","From 1 250 to 1 499 kg","Number",":",""
"2003","Romania","1 500 kg or over","Number",":",""
"2003","Finland","Less than 1 000 kg","Number","585,000","d"
"2003","Finland","From 1 000 to 1 249 kg","Number","868,000","d"
"2003","Finland","From 1 250 to 1 499 kg","Number","595,000","d"
"2003","Finland","1 500 kg or over","Number","210,000","d"
"2003","Sweden","Less than 1 000 kg","Number","266,000",""
"2003","Sweden","From 1 000 to 1 249 kg","Number","1,039,000",""
"2003","Sweden","From 1 250 to 1 499 kg","Number","1,694,000",""
"2003","Sweden","1 500 kg or over","Number","1,076,000",""
"2003","Iceland","Less than 1 000 kg","Number","31,000",""
"2003","Iceland","From 1 000 to 1 249 kg","Number","63,000",""
"2003","Iceland","From 1 250 to 1 499 kg","Number","37,000",""
"2003","Iceland","1 500 kg or over","Number","36,000",""
"2003","Liechtenstein","Less than 1 000 kg","Number","3,410",""
"2003","Liechtenstein","From 1 000 to 1 249 kg","Number","6,130",""
"2003","Liechtenstein","From 1 250 to 1 499 kg","Number","6,970",""
"2003","Liechtenstein","1 500 kg or over","Number","7,020",""
"2003","Norway","Less than 1 000 kg","Number",":",""
"2003","Norway","From 1 000 to 1 249 kg","Number",":",""
"2003","Norway","From 1 250 to 1 499 kg","Number",":",""
"2003","Norway","1 500 kg or over","Number",":",""
"2003","Switzerland","Less than 1 000 kg","Number","404,000",""
"2003","Switzerland","From 1 000 to 1 249 kg","Number","795,000",""
"2003","Switzerland","From 1 250 to 1 499 kg","Number","1,057,000",""
"2003","Switzerland","1 500 kg or over","Number","1,496,000",""
"2003","Turkey","Less than 1 000 kg","Number",":",""
"2003","Turkey","From 1 000 to 1 249 kg","Number",":",""
"2003","Turkey","From 1 250 to 1 499 kg","Number",":",""
"2003","Turkey","1 500 kg or over","Number",":",""
"2004","Denmark","Less than 1 000 kg","Number",":",""
"2004","Denmark","From 1 000 to 1 249 kg","Number",":",""
"2004","Denmark","From 1 250 to 1 499 kg","Number",":",""
"2004","Denmark","1 500 kg or over","Number",":",""
"2004","Estonia","Less than 1 000 kg","Number",":",""
"2004","Estonia","From 1 000 to 1 249 kg","Number",":",""
"2004","Estonia","From 1 250 to 1 499 kg","Number",":",""
"2004","Estonia","1 500 kg or over","Number",":",""
"2004","Spain","Less than 1 000 kg","Number",":",""
"2004","Spain","From 1 000 to 1 249 kg","Number",":",""
"2004","Spain","From 1 250 to 1 499 kg","Number",":",""
"2004","Spain","1 500 kg or over","Number",":",""
"2004","France","Less than 1 000 kg","Number","13,059,000",""
"2004","France","From 1 000 to 1 249 kg","Number","9,899,000",""
"2004","France","From 1 250 to 1 499 kg","Number","5,436,000",""
"2004","France","1 500 kg or over","Number","1,506,000",""
"2004","Croatia","Less than 1 000 kg","Number","685,000",""
"2004","Croatia","From 1 000 to 1 249 kg","Number","425,000",""
"2004","Croatia","From 1 250 to 1 499 kg","Number","173,000",""
"2004","Croatia","1 500 kg or over","Number","46,000",""
"2004","Cyprus","Less than 1 000 kg","Number",":",""
"2004","Cyprus","From 1 000 to 1 249 kg","Number",":",""
"2004","Cyprus","From 1 250 to 1 499 kg","Number",":",""
"2004","Cyprus","1 500 kg or over","Number",":",""
"2004","Latvia","Less than 1 000 kg","Number","183,900",""
"2004","Latvia","From 1 000 to 1 249 kg","Number","311,100",""
"2004","Latvia","From 1 250 to 1 499 kg","Number","132,000",""
"2004","Latvia","1 500 kg or over","Number","59,100",""
"2004","Luxembourg","Less than 1 000 kg","Number","41,000",""
"2004","Luxembourg","From 1 000 to 1 249 kg","Number","80,000",""
"2004","Luxembourg","From 1 250 to 1 499 kg","Number","95,000",""
"2004","Luxembourg","1 500 kg or over","Number","84,000",""
"2004","Hungary","Less than 1 000 kg","Number","1,554,000",""
"2004","Hungary","From 1 000 to 1 249 kg","Number","894,000",""
"2004","Hungary","From 1 250 to 1 499 kg","Number","266,000",""
"2004","Hungary","1 500 kg or over","Number","113,000",""
"2004","Malta","Less than 1 000 kg","Number",":",""
"2004","Malta","From 1 000 to 1 249 kg","Number",":",""
"2004","Malta","From 1 250 to 1 499 kg","Number",":",""
"2004","Malta","1 500 kg or over","Number",":",""
"2004","Netherlands","Less than 1 000 kg","Number",":",""
"2004","Netherlands","From 1 000 to 1 249 kg","Number",":",""
"2004","Netherlands","From 1 250 to 1 499 kg","Number",":",""
"2004","Netherlands","1 500 kg or over","Number",":",""
"2004","Austria","Less than 1 000 kg","Number",":",""
"2004","Austria","From 1 000 to 1 249 kg","Number",":",""
"2004","Austria","From 1 250 to 1 499 kg","Number",":",""
"2004","Austria","1 500 kg or over","Number",":",""
"2004","Poland","Less than 1 000 kg","Number","6,498,000","d"
"2004","Poland","From 1 000 to 1 249 kg","Number","3,907,000","d"
"2004","Poland","From 1 250 to 1 499 kg","Number","1,123,000","d"
"2004","Poland","1 500 kg or over","Number","447,000","d"
"2004","Portugal","Less than 1 000 kg","Number",":",""
"2004","Portugal","From 1 000 to 1 249 kg","Number",":",""
"2004","Portugal","From 1 250 to 1 499 kg","Number",":",""
"2004","Portugal","1 500 kg or over","Number",":",""
"2004","Romania","Less than 1 000 kg","Number",":",""
"2004","Romania","From 1 000 to 1 249 kg","Number",":",""
"2004","Romania","From 1 250 to 1 499 kg","Number",":",""
"2004","Romania","1 500 kg or over","Number",":",""
"2004","Finland","Less than 1 000 kg","Number","538,000","d"
"2004","Finland","From 1 000 to 1 249 kg","Number","874,000","d"
"2004","Finland","From 1 250 to 1 499 kg","Number","669,000","d"
"2004","Finland","1 500 kg or over","Number","250,000","d"
"2004","Sweden","Less than 1 000 kg","Number","236,000",""
"2004","Sweden","From 1 000 to 1 249 kg","Number","1,001,000",""
"2004","Sweden","From 1 250 to 1 499 kg","Number","1,688,000",""
"2004","Sweden","1 500 kg or over","Number","1,188,000",""
"2004","Iceland","Less than 1 000 kg","Number","29,000","e"
"2004","Iceland","From 1 000 to 1 249 kg","Number","64,000","e"
"2004","Iceland","From 1 250 to 1 499 kg","Number","41,000","e"
"2004","Iceland","1 500 kg or over","Number","41,000","e"
"2004","Liechtenstein","Less than 1 000 kg","Number","3,100",""
"2004","Liechtenstein","From 1 000 to 1 249 kg","Number","5,990",""
"2004","Liechtenstein","From 1 250 to 1 499 kg","Number","7,130",""
"2004","Liechtenstein","1 500 kg or over","Number","7,720",""
"2004","Norway","Less than 1 000 kg","Number","385,000",""
"2004","Norway","From 1 000 to 1 249 kg","Number","771,000",""
"2004","Norway","From 1 250 to 1 499 kg","Number","619,000",""
"2004","Norway","1 500 kg or over","Number","202,000",""
"2004","Switzerland","Less than 1 000 kg","Number","384,000",""
"2004","Switzerland","From 1 000 to 1 249 kg","Number","799,000",""
"2004","Switzerland","From 1 250 to 1 499 kg","Number","1,076,000",""
"2004","Switzerland","1 500 kg or over","Number","1,553,000",""
"2004","Turkey","Less than 1 000 kg","Number",":",""
"2004","Turkey","From 1 000 to 1 249 kg","Number",":",""
"2004","Turkey","From 1 250 to 1 499 kg","Number",":",""
"2004","Turkey","1 500 kg or over","Number",":",""
"2005","Denmark","Less than 1 000 kg","Number",":",""
"2005","Denmark","From 1 000 to 1 249 kg","Number",":",""
"2005","Denmark","From 1 250 to 1 499 kg","Number",":",""
"2005","Denmark","1 500 kg or over","Number",":",""
"2005","Estonia","Less than 1 000 kg","Number",":",""
"2005","Estonia","From 1 000 to 1 249 kg","Number",":",""
"2005","Estonia","From 1 250 to 1 499 kg","Number",":",""
"2005","Estonia","1 500 kg or over","Number",":",""
"2005","Spain","Less than 1 000 kg","Number",":",""
"2005","Spain","From 1 000 to 1 249 kg","Number",":",""
"2005","Spain","From 1 250 to 1 499 kg","Number",":",""
"2005","Spain","1 500 kg or over","Number",":",""
"2005","France","Less than 1 000 kg","Number","13,147,000",""
"2005","France","From 1 000 to 1 249 kg","Number","9,965,000",""
"2005","France","From 1 250 to 1 499 kg","Number","5,472,000",""
"2005","France","1 500 kg or over","Number","1,516,000",""
"2005","Croatia","Less than 1 000 kg","Number","658,000",""
"2005","Croatia","From 1 000 to 1 249 kg","Number","458,000",""
"2005","Croatia","From 1 250 to 1 499 kg","Number","201,000",""
"2005","Croatia","1 500 kg or over","Number","57,000",""
"2005","Cyprus","Less than 1 000 kg","Number","124,000",""
"2005","Cyprus","From 1 000 to 1 249 kg","Number","117,000",""
"2005","Cyprus","From 1 250 to 1 499 kg","Number","71,000",""
"2005","Cyprus","1 500 kg or over","Number","43,000",""
"2005","Latvia","Less than 1 000 kg","Number","181,700",""
"2005","Latvia","From 1 000 to 1 249 kg","Number","313,600",""
"2005","Latvia","From 1 250 to 1 499 kg","Number","145,600",""
"2005","Latvia","1 500 kg or over","Number","79,400",""
"2005","Luxembourg","Less than 1 000 kg","Number","35,000",""
"2005","Luxembourg","From 1 000 to 1 249 kg","Number","78,000",""
"2005","Luxembourg","From 1 250 to 1 499 kg","Number","98,000",""
"2005","Luxembourg","1 500 kg or over","Number","96,000",""
"2005","Hungary","Less than 1 000 kg","Number","1,566,000",""
"2005","Hungary","From 1 000 to 1 249 kg","Number","926,000",""
"2005","Hungary","From 1 250 to 1 499 kg","Number","284,000",""
"2005","Hungary","1 500 kg or over","Number","112,000",""
"2005","Malta","Less than 1 000 kg","Number","6,768",""
"2005","Malta","From 1 000 to 1 249 kg","Number","72,259",""
"2005","Malta","From 1 250 to 1 499 kg","Number","81,840",""
"2005","Malta","1 500 kg or over","Number","51,853",""
"2005","Netherlands","Less than 1 000 kg","Number",":",""
"2005","Netherlands","From 1 000 to 1 249 kg","Number",":",""
"2005","Netherlands","From 1 250 to 1 499 kg","Number",":",""
"2005","Netherlands","1 500 kg or over","Number",":",""
"2005","Austria","Less than 1 000 kg","Number",":",""
"2005","Austria","From 1 000 to 1 249 kg","Number",":",""
"2005","Austria","From 1 250 to 1 499 kg","Number",":",""
"2005","Austria","1 500 kg or over","Number",":",""
"2005","Poland","Less than 1 000 kg","Number","6,201,000",""
"2005","Poland","From 1 000 to 1 249 kg","Number","4,132,000",""
"2005","Poland","From 1 250 to 1 499 kg","Number","1,383,000",""
"2005","Poland","1 500 kg or over","Number","623,000",""
"2005","Portugal","Less than 1 000 kg","Number",":",""
"2005","Portugal","From 1 000 to 1 249 kg","Number",":",""
"2005","Portugal","From 1 250 to 1 499 kg","Number",":",""
"2005","Portugal","1 500 kg or over","Number",":",""
"2005","Romania","Less than 1 000 kg","Number",":",""
"2005","Romania","From 1 000 to 1 249 kg","Number",":",""
"2005","Romania","From 1 250 to 1 499 kg","Number",":",""
"2005","Romania","1 500 kg or over","Number",":",""
"2005","Finland","Less than 1 000 kg","Number","489,000","d"
"2005","Finland","From 1 000 to 1 249 kg","Number","871,000","d"
"2005","Finland","From 1 250 to 1 499 kg","Number","750,000","d"
"2005","Finland","1 500 kg or over","Number","305,000","d"
"2005","Sweden","Less than 1 000 kg","Number","209,000",""
"2005","Sweden","From 1 000 to 1 249 kg","Number","965,000",""
"2005","Sweden","From 1 250 to 1 499 kg","Number","1,680,000",""
"2005","Sweden","1 500 kg or over","Number","1,299,000",""
"2005","Iceland","Less than 1 000 kg","Number","26,000","e"
"2005","Iceland","From 1 000 to 1 249 kg","Number","64,000","e"
"2005","Iceland","From 1 250 to 1 499 kg","Number","46,000","e"
"2005","Iceland","1 500 kg or over","Number","51,000","e"
"2005","Liechtenstein","Less than 1 000 kg","Number","2,800",""
"2005","Liechtenstein","From 1 000 to 1 249 kg","Number","5,870",""
"2005","Liechtenstein","From 1 250 to 1 499 kg","Number","7,200",""
"2005","Liechtenstein","1 500 kg or over","Number","8,530",""
"2005","Norway","Less than 1 000 kg","Number","357,000",""
"2005","Norway","From 1 000 to 1 249 kg","Number","763,000",""
"2005","Norway","From 1 250 to 1 499 kg","Number","663,000",""
"2005","Norway","1 500 kg or over","Number","247,000",""
"2005","Switzerland","Less than 1 000 kg","Number","391,000","e"
"2005","Switzerland","From 1 000 to 1 249 kg","Number","825,000","e"
"2005","Switzerland","From 1 250 to 1 499 kg","Number","1,098,000","e"
"2005","Switzerland","1 500 kg or over","Number","1,547,000","e"
"2005","Turkey","Less than 1 000 kg","Number",":",""
"2005","Turkey","From 1 000 to 1 249 kg","Number",":",""
"2005","Turkey","From 1 250 to 1 499 kg","Number",":",""
"2005","Turkey","1 500 kg or over","Number",":",""
"2006","Denmark","Less than 1 000 kg","Number",":",""
"2006","Denmark","From 1 000 to 1 249 kg","Number",":",""
"2006","Denmark","From 1 250 to 1 499 kg","Number",":",""
"2006","Denmark","1 500 kg or over","Number",":",""
"2006","Estonia","Less than 1 000 kg","Number",":",""
"2006","Estonia","From 1 000 to 1 249 kg","Number",":",""
"2006","Estonia","From 1 250 to 1 499 kg","Number",":",""
"2006","Estonia","1 500 kg or over","Number",":",""
"2006","Spain","Less than 1 000 kg","Number","6,593,000","d"
"2006","Spain","From 1 000 to 1 249 kg","Number","7,564,000","d"
"2006","Spain","From 1 250 to 1 499 kg","Number","5,367,000","d"
"2006","Spain","1 500 kg or over","Number","1,529,000","d"
"2006","France","Less than 1 000 kg","Number","9,563,000",""
"2006","France","From 1 000 to 1 249 kg","Number","10,172,000",""
"2006","France","From 1 250 to 1 499 kg","Number","7,976,000",""
"2006","France","1 500 kg or over","Number","2,689,000",""
"2006","Croatia","Less than 1 000 kg","Number","625,000",""
"2006","Croatia","From 1 000 to 1 249 kg","Number","496,000",""
"2006","Croatia","From 1 250 to 1 499 kg","Number","232,000",""
"2006","Croatia","1 500 kg or over","Number","73,000",""
"2006","Cyprus","Less than 1 000 kg","Number","131,000",""
"2006","Cyprus","From 1 000 to 1 249 kg","Number","123,000",""
"2006","Cyprus","From 1 250 to 1 499 kg","Number","75,000",""
"2006","Cyprus","1 500 kg or over","Number","44,000",""
"2006","Latvia","Less than 1 000 kg","Number","178,250",""
"2006","Latvia","From 1 000 to 1 249 kg","Number","330,220",""
"2006","Latvia","From 1 250 to 1 499 kg","Number","178,420",""
"2006","Latvia","1 500 kg or over","Number","113,500",""
"2006","Luxembourg","Less than 1 000 kg","Number","30,000",""
"2006","Luxembourg","From 1 000 to 1 249 kg","Number","76,000",""
"2006","Luxembourg","From 1 250 to 1 499 kg","Number","100,000",""
"2006","Luxembourg","1 500 kg or over","Number","108,000",""
"2006","Hungary","Less than 1 000 kg","Number","73,000",""
"2006","Hungary","From 1 000 to 1 249 kg","Number","95,000",""
"2006","Hungary","From 1 250 to 1 499 kg","Number","35,000",""
"2006","Hungary","1 500 kg or over","Number","12,000",""
"2006","Malta","Less than 1 000 kg","Number","6,595",""
"2006","Malta","From 1 000 to 1 249 kg","Number","155,924",""
"2006","Malta","From 1 250 to 1 499 kg","Number","55,285",""
"2006","Malta","1 500 kg or over","Number","120",""
"2006","Netherlands","Less than 1 000 kg","Number",":",""
"2006","Netherlands","From 1 000 to 1 249 kg","Number",":",""
"2006","Netherlands","From 1 250 to 1 499 kg","Number",":",""
"2006","Netherlands","1 500 kg or over","Number",":",""
"2006","Austria","Less than 1 000 kg","Number","829,000",""
"2006","Austria","From 1 000 to 1 249 kg","Number","1,420,000",""
"2006","Austria","From 1 250 to 1 499 kg","Number","1,274,000",""
"2006","Austria","1 500 kg or over","Number","682,000",""
"2006","Poland","Less than 1 000 kg","Number","6,265,000",""
"2006","Poland","From 1 000 to 1 249 kg","Number","4,517,000",""
"2006","Poland","From 1 250 to 1 499 kg","Number","1,721,000",""
"2006","Poland","1 500 kg or over","Number","881,000",""
"2006","Portugal","Less than 1 000 kg","Number",":",""
"2006","Portugal","From 1 000 to 1 249 kg","Number",":",""
"2006","Portugal","From 1 250 to 1 499 kg","Number",":",""
"2006","Portugal","1 500 kg or over","Number",":",""
"2006","Romania","Less than 1 000 kg","Number",":",""
"2006","Romania","From 1 000 to 1 249 kg","Number",":",""
"2006","Romania","From 1 250 to 1 499 kg","Number",":",""
"2006","Romania","1 500 kg or over","Number",":",""
"2006","Finland","Less than 1 000 kg","Number","441,000","d"
"2006","Finland","From 1 000 to 1 249 kg","Number","864,000","d"
"2006","Finland","From 1 250 to 1 499 kg","Number","818,000","d"
"2006","Finland","1 500 kg or over","Number","366,000","d"
"2006","Sweden","Less than 1 000 kg","Number","186,000",""
"2006","Sweden","From 1 000 to 1 249 kg","Number","927,000",""
"2006","Sweden","From 1 250 to 1 499 kg","Number","1,667,000",""
